KONAMI ID,レアリティ,カード名
7714,SR,メンタルマスター
7715,N,カバリスト
7716,R,クレボンス
7717,R,メンタルプロテクター
7718,R,サイコ・コマンダー
7719,R,サイコ・ウォールド
7720,N,テレキアタッカー
7721,R,ディストラクター
7722,SR,剣闘獣エクイテ
7723,N,ライトロード・プリースト ジェニス
7724,N,メカウサー
7725,N,くノ一ウォリアー
7726,N,ファラオの化身
7727,R,ダーク・アサシン
7728,SR,金華猫
7729,N,大和神
7730,N,寂々虫
7731,N,騒々虫
7732,R,マルチ・ピース・ゴーレム
7733,R,ニトロ・ウォリアー
7734,UR,スターダスト・ドラゴン
7735,SR,レッド・デーモンズ・ドラゴン
7736,SR,ゴヨウ・ガーディアン
7737,R,マジカル・アンドロイド
7738,UR,メンタルスフィア・デーモン
7739,R,ファイティング・スピリッツ
7740,N,ドミノ
7741,N,ジャンク・アタック
7742,N,イージーチューニング
7743,R,シンクロキャンセル
7744,N,ライトニング・チューン
7745,N,サイキックブレイク
7746,R,サイキック・インパルス
7747,SR,緊急テレポート
7749,N,ライトロード・レイピア
7750,R,進化する人類
7751,N,バッテリーリサイクル
7752,SR,皆既日蝕の書
7753,N,イクイップ・シュート
7754,R,エンジェル・リフト
7755,R,ガード・ブロック
7756,N,悲劇の引き金
7757,N,スターゲート
7758,N,シンクロン・リフレクト
7759,N,ブロークン・ブロッカー
7760,R,神機王ウル
7761,N,念導力
7762,R,ブローニング・パワー
7763,SR,剣闘獣の戦車
7764,N,ライトロード・バリア
7765,N,インターセプト
7766,R,雷の裁き
7767,N,サイコ・ヒーリング
7768,R,フィッシャーチャージ
7769,SR,針虫の巣窟
7770,SR,ダーク・シムルグ
7782,R,神禽王アレクトール
7787,SR,召喚制限-パワーフィルター
7788,R,魔知ガエル
7789,R,サイコ・チャージ
7790,SR,獣神機王バルバロスUr
7795,R,ガーディアン・オブ・オーダー
7796,N,ライトロード・ドルイド オルクス
7797,SR,ライトロード・モンク エイリン
7798,R,ダーク・ジェネラル フリード
7799,N,マジカル・コンダクター
7800,N,邪狂神の使い
7801,N,炎の魔精イグニス
7802,R,超古代恐獣
7803,R,ライト・バニッシュ
7804,N,赤鬼
7805,R,ネオス・ワイズマン
7806,UR,E・HERO ゴッド・ネオス
7807,R,ジェネクス・コントローラー
7808,SR,ジェネクス・ウンディーネ
7809,N,ジェネクス・パワー・プランナー
7810,N,ジェネクス・サーチャー
7811,N,ジェネクス・ワーカー
7812,N,氷弾使いレイス
7813,N,氷結界のロイヤル・ナイト
7814,R,氷結界に住む魔酔虫
7815,N,霞の谷の見張り番
7816,R,ミスト・コンドル
7817,R,霞の谷の風使い
7818,N,フレムベル・パウン
7819,N,フレムベル・アーチャー
7820,R,フレムベル・デビル
7821,R,X-セイバー アナペレラ
7822,N,X-セイバー ガラハド
7823,N,X-セイバー パロムロ
7824,R,X-セイバー パシウル
7825,R,A・ボム
7826,N,A・O・J サウザンド・アームズ
7827,N,A・O・J アンノウン・クラッシャー
7828,N,ワーム・ファルコ
7829,N,ワーム・グルス
7830,N,ワーム・ホープ
7831,R,ワーム・イリダン
7832,R,ワーム・ジェートリクプス
7833,SR,ワーム・キング
7834,SR,ハイドロ・ジェネクス
7835,SR,X-セイバー ウェイン
7836,SR,A・O・J ライト・ゲイザー
7837,N,カオスエンドマスター
7838,N,混沌球体
7839,R,ジェネクス・ニュートロン
7840,SR,A・O・J サイクロン・クリエイター
7841,N,ロード・シンクロン
7842,R,ゴブリン陽動部隊
7843,N,ジェイドナイト
7844,N,ラッコアラ
7845,R,コアラッコアラ
7846,N,マンモス・ゾンビ
7848,N,デスカイザー・ドラゴン
7849,N,ゾンビキャリア
7850,R,伝説の白石
7851,N,蘇りし魔王 ハ・デス
7852,R,サイバー・シャーク
7853,N,六武衆の露払い
7854,N,真紅眼の不死竜
7855,R,邪神機-獄炎
7856,R,闇竜の黒騎士
7857,UR,アンデットワールド
7858,SR,王宮の鉄壁
7863,R,閻魔の裁き
7864,R,神聖騎士パーシアス
7865,N,メンタル・カウンセラー リリー
7866,N,ウォールクリエイター
7867,R,念動増幅装置
7868,UR,光の援軍
7869,N,ヒール・ウェーバー
7870,N,ターボ・シンクロン
7871,R,マッド・デーモン
7872,N,アイヴィ・ウォール
7873,N,コピー・プラント
7874,SR,D・モバホン
7875,N,D・マグネンU
7876,N,D・チャッカン
7877,R,D・ラジカッセン
7878,R,D・キャメラン
7879,R,D・ラジオン
7880,N,D・クロックン
7881,N,ガジェット・トレーラー
7882,N,ガジェット・ドライバー
7883,N,サーチ・ストライカー
7884,R,チェイス・スカッド
7885,N,C・リペアラー
7886,N,C・スネーク
7887,N,C・シューター
7888,N,C・コイル
7889,N,パワー・インジェクター
7890,R,ストーム・サモナー
7891,N,サイコジャンパー
7892,N,ボタニティ・ガール
7893,SR,椿姫ティタニアル
7894,R,魔轟神レイヴン
7895,R,共闘するランドスターの剣士
7896,R,タイガードラゴン
7897,R,ターボ・ウォリアー
7898,UR,ブラック・ローズ・ドラゴン
7899,R,C・ドラゴン
7900,R,サイコ・ヘルストランサー
7901,N,カード・フリッパー
7902,N,偽りの種
7903,R,薔薇の刻印
7904,SR,ブラック・ガーデン
7905,N,百機夜工
7906,R,D・スピードユニット
7907,N,D・コード
7908,N,D・パワーユニット
7909,N,ポイズン・チェーン
7910,N,パラライズ・チェーン
7911,N,アポート
7912,R,最古式念導
7913,N,フレグランス・ストーム
7914,R,世界樹
7915,N,不死式冥界砲
7916,SR,魔法族の里
7917,N,Ωメガネ
7918,N,バトルマニア
7919,N,コンフュージョン・チャフ
7920,R,緊急同調
7921,R,シンクロ・ストライク
7922,R,プライドの咆哮
7923,N,リバイバル・ギフト
7924,N,破壊神の系譜
7925,N,ドッペル・ゲイナー
7926,N,ディフォーム
7927,N,D・ゲイザー
7928,R,サイコ・トリガー
7929,R,ポリノシス
7930,N,竹頭木屑
7931,R,植物連鎖
7932,R,王墓の罠
7933,R,DNA定期健診
7934,SR,御前試合
7935,N,大落とし穴
7937,R,火車
7942,R,平行世界融合
7943,R,裏ガエル
7944,N,ナチュル・ビートル
7945,R,ナチュル・ロック
7946,R,ナチュル・ガーディアン
7947,N,ナチュル・ナーブ
7948,N,ジェネクス・ヒート
7949,N,ジェネクス・ガイア
7950,N,スペア・ジェネクス
7951,R,タービン・ジェネクス
7952,N,ジェネクス・ドクター
7953,SR,ソーラー・ジェネクス
7954,R,氷結界の大僧正
7955,N,氷結界の交霊師
7956,R,霞の谷の幼怪鳥
7957,R,霞の谷の執行者
7958,R,フレムベル・グルニカ
7959,N,フレムベル・ベビー
7960,N,A・マインド
7961,N,A・O・J ブラインド・サッカー
7962,R,A・O・J リサーチャー
7963,N,A・O・J エネミー・キャッチャー
7964,N,A・O・J サンダー・アーマー
7965,R,A・O・J コズミック・クローザー
7966,SR,ワーム・リンクス
7967,N,ワーム・ミリディス
7968,R,ワーム・ノーブル
7969,UR,ナチュル・ビースト
7970,SR,氷結界の虎王 ドゥローレン
7971,UR,サーマル・ジェネクス
7972,R,ジオ・ジェネクス
7973,UR,A・O・J フィールド・マーシャル
7978,R,創世竜
7981,SR,星見獣ガリス
7982,N,真紅眼の飛竜
7983,R,ダークネス・デストロイヤー
7984,R,白夜の女王
7985,N,マッシブ・ウォリアー
7986,SR,チューニング・サポーター
7987,SR,アームズ・エイド
7988,N,ギブ&テイク
7989,N,リミッター・ブレイク
7990,SR,シールド・ウィング
7991,R,バイス・ドラゴン
7998,,サモン・リアクター・AI
7999,SR,ジャイアント・ボマー・エアレイド
8000,,トラップ・リアクター・RR
8001,SR,ブラック・ボンバー
8002,,マジック・リアクター・AID
8003,N,ローズ・テンタクルス
8004,R,ターレット・ウォリアー
8005,N,デブリ・ドラゴン
8006,N,ハイパー・シンクロン
8007,SR,レッド・デーモンズ・ドラゴン/バスター
8008,N,トラップ・イーター
8009,N,ツイン・ブレイカー
8010,N,ダーク・リペアラー
8011,SR,BF-疾風のゲイル
8012,R,BF-黒槍のブラスト
8013,R,BF-暁のシロッコ
8014,N,夜薔薇の騎士
8015,SR,D・ボードン
8016,N,D・パッチン
8017,R,デスカイザー・ドラゴン/バスター
8018,R,ハイパーサイコガンナー/バスター
8019,SR,アーカナイト・マジシャン/バスター
8020,N,アーケイン・ファイロ
8021,N,バスター・マーセナリ
8022,R,バスター・ビースト
8023,N,黒翼の魔術師
8024,R,ライフ・コーディネイター
8025,N,剣闘獣サムニテ
8026,R,トマボー
8027,R,スキヤナー
8028,SR,次元要塞兵器
8029,N,砂漠の守護者
8030,N,クロスソード・ハンター
8031,N,ハチビー
8032,N,トリプル・ヴァイパー
8033,SR,エーリアン・リベンジャー
8034,SR,エーリアンモナイト
8035,SR,ダーク・ダイブ・ボンバー
8036,R,BF-アーマード・ウィング
8037,R,ハイパーサイコガンナー
8038,SR,アーカナイト・マジシャン
8039,UR,宇宙砦ゴルガー
8040,N,プリベント・スター
8041,N,反目の従者
8042,R,スター・ブラスト
8043,N,フェザー・ウィンド・アタック
8044,N,D・レトロエンジン
8045,SR,D・フィールド
8046,N,バスター・バースト
8047,R,バスター・テレポート
8048,N,Re-BUSTER
8049,N,サイコ・ソード
8050,N,念動収集機
8051,N,剣闘獣の底力
8052,N,種子弾丸
8053,R,超栄養太陽
8054,N,六武ノ書
8055,R,大樹海
8056,N,魔法族の結界
8057,N,トライアングル・エリア
8058,R,バスター・モード
8059,R,スピリット・フォース
8060,N,ロスト・スター・ディセント
8061,R,白銀のバリア-シルバーフォース-
8062,N,ハーフorストップ
8063,SR,ナイトメア・デーモンズ
8064,N,ブラック・アロー
8065,N,アイヴィ・シャックル
8066,R,フェイク・エクスプロージョン・ペンタ
8067,R,D・バリア
8068,N,ブレンD
8069,N,バスター・スラッシュ
8070,N,バスター・カウンター
8071,R,サイコ・チューン
8072,N,超能力治療
8073,N,トロイの剣闘獣
8074,R,棘の壁
8075,SR,惑星汚染ウイルス
8076,SR,ウィクトーリア
8077,R,復讐の女戦士ローズ
8078,N,シード・オブ・フレイム
8079,R,サボウ・ファイター
8080,R,マックス・テレポーター
8081,R,RAI-JIN
8082,R,RAI-MEI
8083,N,剣闘獣レティアリィ
8084,R,ナイトエンド・ソーサラー
8085,UR,マジックテンペスター
8086,R,狡猾な落とし穴
8087,R,超魔神イド
8088,N,バイオレット・ウィッチ
8089,N,トラゴエディア
8090,UR,エンシェント・フェアリー・ドラゴン
8091,UR,スターダスト・ドラゴン/バスター
8092,N,魔轟神ルリー
8093,SR,魔轟神グリムロ
8094,N,魔轟神ガルバス
8095,R,魔轟神クシャノ
8096,N,ジュラック・プロトプス
8097,N,ジュラック・ヴェロー
8098,N,ジュラック・モノロフ
8099,R,ジュラック・ティラヌス
8100,N,ナチュル・アントジョー
8101,N,ナチュル・スパイダーファング
8102,SR,ナチュル・ローズウィップ
8103,R,ナチュル・コスモスビート
8104,R,ジェネクス・ブラスト
8105,N,リサイクル・ジェネクス
8106,R,アーミー・ジェネクス
8107,N,氷結界の修験者
8108,N,氷結界の風水師
8109,SR,霞の谷のファルコン
8110,UR,霞の谷の巨神鳥
8111,R,A・O・J リバース・ブレイク
8112,R,A・O・J アンリミッター
8113,N,ワーム・オペラ
8114,N,ワーム・プリンス
8115,R,ワーム・クィーン
8116,N,ワーム・ルクイエ
8117,UR,魔轟神ヴァルキュルス
8118,R,ジュラック・ギガノト
8119,R,ナチュル・ガオドレイク
8120,SR,ウィンドファーム・ジェネクス
8121,UR,霞の谷の雷神鬼
8122,SR,E・HERO ガイア
8126,N,E・HERO アイスエッジ
8129,SR,E・HERO アブソルートZero
8132,SR,神聖魔導王 エンディミオン
8133,N,聖なる解呪師
8134,N,魔導騎士 ディフェンダー
8135,SR,魔法都市エンディミオン
8136,R,魔力掌握
8137,UR,パワー・ツール・ドラゴン
8138,SR,ギガンテック・ファイター/バスター
8139,R,ダーク・ボルテニス
8140,R,マテリアルファルコ
8141,N,ボーンクラッシャー
8142,R,エーリアン・キッズ
8143,R,ミンゲイドラゴン
8144,R,竜宮の白タウナギ
8145,R,未知ガエル
8146,R,古代遺跡コードA
8147,N,シンクロ・チェンジ
8150,R,HEROの遺産
8154,N,ロックストーン・ウォリアー
8155,N,レベル・ウォリアー
8156,R,ストロング・ウィンド・ドラゴン
8157,N,ダーク・ヴァージャー
8158,N,フェニキシアン・シード
8159,SR,フェニキシアン・クラスター・アマリリス
8160,N,ガード・ヘッジ
8161,R,イービル・ソーン
8162,R,BF-極北のブリザード
8163,R,BF-蒼炎のシュラ
8164,R,BF-月影のカルート
8165,N,BF-漆黒のエルフェン
8166,R,D・リモコン
8167,SR,D・ビデオン
8168,R,D・スコープン
8169,N,ガジェット・アームズ
8170,R,トラパート
8171,UR,地縛神 Aslla piscu
8172,SR,地縛神 Ccapac Apu
8173,R,コアキメイル・ヴァラファール
8174,R,コアキメイル・パワーハンド
8175,SR,コアキメイル・ガーディアン
8176,SR,コアキメイル・ドラゴ
8177,R,コアキメイル・アイス
8178,SR,コアキメイル・デビル
8179,SR,ゴーレム
8180,R,ミノケンサテュロス
8181,R,強化人類サイコ
8182,N,マスター・ジーグ
8183,R,地獄からの使い
8184,R,ギガストーン・オメガ
8185,R,エーリアン・ドッグ
8186,R,ニードル・ギルマン
8187,SR,深海のディーヴァ
8188,N,シー・アーチャー
8189,N,ラヴァ・ドラゴン
8190,N,竜の尖兵
8191,SR,G・B・ハンター
8192,R,エクスプロード・ウィング・ドラゴン
8193,SR,BF-アームズ・ウィング
8195,R,トライデント・ドラギオン
8196,R,神海竜ギシルノドン
8197,UR,ワン・フォー・ワン
8198,N,トラスト・マインド
8199,N,憎悪の棘
8200,R,マジック・プランター
8201,N,ワンダー・クローバー
8202,N,アゲインスト・ウィンド
8203,SR,黒い旋風
8204,N,ジャンクBOX
8205,R,ダブルツールD&C
8206,N,D・リペアユニット
8207,R,コアキメイルの鋼核
8208,N,緊急鋼核処分
8209,N,緊急合成
8210,N,サイコパス
8211,N,ナチュラル・チューン
8212,N,至高の木の実
8213,R,禁じられた聖杯
8214,N,カーム・マジック
8215,N,奇跡の軌跡
8216,N,クリムゾン・ヘルフレア
8217,N,チューナー・キャプチャー
8218,N,オーバー・デッド・ライン
8219,N,ウィキッド・リボーン
8220,N,デルタ・クロウ-アンチ・リバース
8221,N,レベル・リチューナー
8222,SR,フェイク・フェザー
8223,SR,トラップ・スタン
8224,R,D・バインド
8225,N,レクリスパワー
8226,N,オートマチック・レーザー
8227,N,窮鼠の進撃
8228,R,無力の証明
8229,N,ボーン・テンプル・ブロック
8230,R,超古代生物の墓場
8231,R,ツバメ返し
8232,R,呪言の鏡
8233,N,魔轟神ウルストス
8234,R,魔轟神クルス
8235,N,魔轟神トピー
8236,SR,魔轟神ソルキウス
8237,N,魔轟神ミーズトージ
8238,N,ジュラック・プティラ
8239,N,ジュラック・イグアノン
8240,N,ジュラック・ブラキス
8241,R,ジュラック・スピノス
8242,N,ナチュル・ドラゴンフライ
8243,N,ナチュル・サンフラワー
8244,SR,ナチュル・クリフ
8245,N,ナチュル・トライアンフ
8246,N,レアル・ジェネクス・ターボ
8247,N,レアル・ジェネクス・コーディネイター
8248,N,レアル・ジェネクス・クラッシャー
8249,N,レアル・ジェネクス・マグナ
8250,N,氷結界の決起隊
8251,R,氷結界の武士
8252,N,氷結界の水影
8253,N,氷結界の輸送部隊
8254,SR,ワーム・ソリッド
8255,N,ワーム・テンタクルス
8256,N,ワーム・アグリィ
8257,SR,ワーム・ヴィクトリー
8258,UR,魔轟神レヴュアタン
8259,R,ジュラック・ヴェルヒプト
8260,UR,ナチュル・パルキオン
8261,UR,レアル・ジェネクス・クロキシアン
8262,UR,氷結界の龍 グングニール
8263,R,スノーマンイーター
8264,N,おジャマ・レッド
8265,N,おジャマ・ブルー
8266,SR,おジャマ・カントリー
8267,,柴戦士タロ
8268,SR,スピード・キング☆スカル・フレイム
8269,R,スカル・フレイム
8270,R,バーニング・スカルヘッド
8271,R,スカル・コンダクター
8272,UR,インフェルニティ・デーモン
8273,N,インフェルニティ・ドワーフ
8274,N,インフェルニティ・ガーディアン
8275,N,インフェルニティ・デストロイヤー
8276,R,コート・オブ・ジャスティス
8280,N,パワード・チューナー
8281,R,弱者の意地
8282,UR,ガトムズの緊急指令
8283,UR,大天使クリスティア
8286,N,堕天使降臨
8287,N,堕天使アスモディウス
8288,UR,堕天使スペルビア
8289,N,堕天使エデ・アーラエ
8292,R,クリボン
8293,N,サニー・ピクシー
8294,N,サンライト・ユニコーン
8295,N,BF-銀盾のミストラル
8296,SR,BF-大旆のヴァーユ
8297,N,BF-鉄鎖のフェーン
8298,N,D・マグネンI
8299,N,ジェスター・ロード
8300,R,ジェスター・コンフィ
8301,SR,フォーチュンレディ・ライティー
8302,R,フォーチュンレディ・ファイリー
8303,N,インフェルニティ・ビースト
8304,R,ダークシー・レスキュー
8305,R,ダークシー・フロート
8306,N,ワンショット・ロケット
8307,R,地縛神 Cusillu
8308,UR,地縛神 Chacu Challhua
8309,R,コアキメイル・ロック
8310,R,コアキメイル・クルセイダー
8311,N,コアキメイル・スピード
8312,R,コアキメイル・トルネード
8313,R,コアキメイル・フルバリア
8314,R,スケイルモース
8315,N,黒光りするG
8316,N,アームズ・シーハンター
8317,N,神竜アクアバザル
8318,SR,フィッシュボーグ-ガンナー
8319,N,シャーク・ザ・クルー
8320,R,アーマード・サイキッカー
8321,R,ジェネティック・ウーマン
8322,N,マジキャット
8323,R,サイボーグドクター
8324,N,ホワイトポータン
8325,R,マインフィールド
8326,SR,XX-セイバー フォルトロール
8327,R,XX-セイバー レイジグラ
8328,SR,フレムベル・ヘルドッグ
8329,N,エンシェント・クリムゾン・エイプ
8330,N,ファルシオンβ
8331,R,ワンショット・キャノン
8332,R,アンデット・スカル・デーモン
8333,R,エンシェント・ホーリー・ワイバーン
8334,UR,XX-セイバー ガトムズ
8335,R,拘束解放波
8336,R,白銀の翼
8337,N,アドバンスドロー
8338,R,古の森
8339,N,救急救命
8340,N,スピリット・バーナー
8341,SR,フューチャー・ヴィジョン
8342,R,コア濃度圧縮
8343,N,コアバスター
8344,R,一族の結束
8345,N,ハイドロプレッシャーカノン
8346,R,ウォーターハザード
8347,SR,脳開発研究所
8348,N,セイバー・スラッシュ
8349,N,剣の煌き
8350,UR,真炎の爆発
8351,SR,エンシェント・リーフ
8352,UR,化石調査
8353,R,スキル・サクセサー
8354,R,トゥルース・リインフォース
8355,R,ガリトラップ-ピクシーの輪-
8356,R,妖精の風
8357,SR,宮廷のしきたり
8358,R,不協和音
8359,N,フォーチュン・スリップ
8360,R,デプス・アミュレット
8361,N,ダメージ・トランスレーション
8362,N,バトル・テレポーテーション
8363,N,コアの再練成
8364,N,鋼核の輝き
8365,R,異種闘争
8366,R,海竜神の加護
8367,N,サイコ・ソウル
8368,N,フレムベルカウンター
8369,N,身剣一体
8370,R,大番狂わせ
8371,R,ブラッドストーム
8372,N,コアキメイル・ウォーアームズ
8373,N,イモータル・ルーラー
8374,R,ハードアームドラゴン
8375,N,モジャ
8376,N,ビーストライカー
8377,R,キング・オブ・ビースト
8378,R,スワローズ・ネスト
8379,R,オーバーウェルム
8380,R,バーサーキング
8384,N,堕天使ユコバック
8386,N,堕天使ディザイア
8388,R,ドラグニティ-ドゥクス
8389,R,ドラグニティ-レギオン
8390,N,ドラグニティ-トリブル
8391,N,ドラグニティ-ブラックスピア
8392,R,ドラグニティ-ファランクス
8393,N,魔轟神ディフ
8394,N,魔轟神アシェンヴェイル
8395,N,魔轟神オルトロ
8396,N,ジュラック・タイタン
8397,R,ジュラック・グアイバ
8398,N,ジュラック・スタウリコ
8399,R,ナチュル・ホーストニードル
8400,N,ナチュル・フライトフライ
8401,N,ナチュル・ハイドランジー
8402,N,レアル・ジェネクス・アクセラレーター
8403,N,レアル・ジェネクス・オラクル
8404,N,レアル・ジェネクス・ウルティマム
8405,N,氷結界の封魔団
8406,R,氷結界の虎将 グルナード
8407,N,A・O・J リーサル・ウェポン
8408,N,A・O・J D.D.チェッカー
8409,SR,A・O・J サイクルリーダー
8410,N,ワーム・ウォーロード
8411,R,ワーム・ゼクス
8412,R,ワーム・ヤガン
8413,UR,ワーム・ゼロ
8414,N,ドラグニティナイト-ゲイボルグ
8415,SR,魔轟神レイジオン
8416,UR,レアル・ジェネクス・ヴィンディカイト
8417,UR,A・O・J ディサイシブ・アームズ
8418,R,ランス・リンドブルム
8420,R,ゴーレム・ドラゴン
8421,R,サイバー・ラーバァ
8422,R,ドラゴニック・タクティクス
8425,UR,陰の光
8427,SR,ドラグニティナイト-ガジャルグ
8428,SR,エマージェンシー・サイバー
8429,R,ボーン・フロム・ドラコニス
8430,R,サイバー・エルタニン
8431,SR,フェニックス・ギア・フリード
8432,SR,エヴォルテクター シュバリエ
8433,R,フェデライザー
8434,R,デュアル・ソルジャー
8435,SR,スーペルヴィス
8436,N,救世竜 セイヴァー・ドラゴン
8437,N,スターダスト・シャオロン
8438,N,マックス・ウォリアー
8439,N,クイック・シンクロン
8440,SR,レベル・スティーラー
8441,R,ゼロ・ガードナー
8442,N,レグルス
8443,SR,インフェルニティ・ネクロマンサー
8444,R,フォーチュンレディ・ウインディー
8445,SR,フォーチュンレディ・ウォーテリー
8446,N,フォーチュンレディ・ダルキー
8447,N,フォーチュンレディ・アーシー
8448,N,ソリテア・マジカル
8449,R,カトブレパスと運命の魔女
8450,N,ダーク・スパイダー
8451,N,グランド・スパイダー
8452,N,サクリファイス・スパイダー
8453,N,スパイダー・スパイダー
8454,N,マザー・スパイダー
8455,N,レプティレス・ゴルゴーン
8456,N,レプティレス・メデューサ
8457,N,レプティレス・スキュラ
8458,R,レプティレス・バイパー
8459,SR,地縛神 Ccarayhua
8460,R,地縛神 Uru
8461,R,地縛神 Wiraqocha Rasca
8462,N,コアキメイル・シーパンサー
8463,UR,コアキメイル・ルークロード
8464,R,チューンド・マジシャン
8465,N,クルセイダー・オブ・エンディミオン
8466,N,樹海の射手
8467,R,紅蓮魔闘士
8468,N,エナジー・ブレイブ
8469,SR,鬼ガエル
8470,N,ロードブリティッシュ
8471,R,オシャレオン
8472,UR,儀式魔人リリーサー
8473,R,儀式魔人プレサイダー
8474,R,救世の美神ノースウェムコ
8475,R,セイヴァー・スター・ドラゴン
8476,R,BF-孤高のシルバー・ウィンド
8477,SR,レプティレス・ラミア
8478,SR,ブラック・ブルドラゴ
8479,R,エクスプローシブ・マジシャン
8480,N,スパイダー・ウェブ
8481,R,地縛旋風
8482,SR,サベージ・コロシアム
8483,N,アタック・フェロモン
8484,N,モルティング・エスケープ
8485,R,レプティレス・スポーン
8486,R,フォーチュンフューチャー
8487,N,タイムパッセージ
8488,N,鋼核収納
8489,R,金剛真力
8490,SR,デュアルスパーク
8491,R,救世の儀式
8492,SR,儀式の準備
8493,R,強欲なウツボ
8494,N,神聖なる森
8495,R,狂植物の氾濫
8496,R,無視加護
8497,N,悪魔への貢物
8498,N,スリップ・サモン
8499,N,シンクロ・バリアー
8500,N,未来王の予言
8501,N,運命湾曲
8502,N,フォーチュン・インハーリット
8503,R,スパイダー・エッグ
8504,R,無抵抗の真相
8505,N,地縛波
8506,N,地縛神の咆哮
8507,N,極限への衝動
8508,N,インフェルニティ・フォース
8509,SR,能力吸収コア
8510,N,ヴィクティム・カウンター
8511,N,デュアル・ブースター
8512,N,リチュアルバスター
8513,R,デビリアン・ソング
8514,N,破邪の刻印
8515,N,紅蓮の指名者
8516,SR,コアキメイル・ベルグザーク
8517,R,ウォーム・ワーム
8518,R,ワーム・ベイト
8519,R,リグレット・リボーン
8520,R,シールド・ワーム
8521,R,XX-セイバー ガルドストライク
8522,R,XX-セイバー フラムナイト
8523,R,コアキメイル・グールズスレイブ
8524,N,コアキメイル・グラヴィローズ
8525,R,サイコ・エンペラー
8526,SR,カードガード
8527,N,フレムベル・デスガンナー
8528,SR,擬似空間
8529,R,グリード・グラード
8530,N,早すぎた復活
8535,R,オレイカルコス・シュノロス
8536,UR,ガーディアン・エアトス
8537,R,ダークネス・ネオスフィア
8538,SR,クリアー・バイス・ドラゴン
8539,SR,クリアー・ワールド
8543,N,E・HERO フラッシュ
8545,SR,E・HERO The シャイニング
8546,R,A・ジェネクス・ドゥルダーク
8547,R,魔轟神獣ルビィラーダ
8548,SR,ドラグニティナイト-ヴァジュランダ
8549,R,A・ジェネクス・リモート
8550,R,A・ジェネクス・パワーコール
8551,N,A・ジェネクス・チェンジャー
8552,N,A・ジェネクス・ボルキャノン
8553,N,A・ジェネクス・ソリッド
8554,N,魔轟神獣チャワ
8555,R,魔轟神獣キャシー
8556,SR,魔轟神獣ケルベラル
8557,N,魔轟神獣ガナシア
8558,N,魔轟神獣ノズチ
8559,N,ドラグニティ-ミリトゥム
8560,N,ドラグニティ-プリムス・ピルス
8561,N,ドラグニティ-ブランディストック
8562,N,ドラグニティ-ジャベリン
8563,N,ジュラック・デイノ
8564,N,ジュラック・ガリム
8565,SR,ジュラック・アウロ
8566,N,ジュラック・ヘレラ
8567,R,ナチュル・バタフライ
8568,N,ナチュル・レディバグ
8569,N,ナチュル・ストロベリー
8570,N,氷結界の守護陣
8571,N,氷結界の破術師
8572,R,氷結界の神精霊
8573,SR,氷結界の虎将 ライホウ
8574,SR,A・ジェネクス・トライアーム
8575,UR,魔轟神獣ユニコール
8576,R,ドラグニティナイト-トライデント
8577,UR,ジュラック・メテオ
8578,UR,ナチュル・ランドオルス
8579,N,ガントレット・ウォリアー
8580,R,エキセントリック・ボーイ
8581,UR,ジャンク・アーチャー
8582,N,強制終了
8583,N,チューナーズ・バリア
8584,R,ファイターズ・エイプ
8585,SR,クローザー・フォレスト
8586,N,吠え猛る大地
8587,R,マジシャンズ・エイプ
8592,SR,E・HERO Great TORNADO
8593,N,コアキメイル・ビートル
8594,UR,コアキメイル・マキシマム
8595,N,ライトロード・スピリット シャイア
8596,N,ライトロード・シーフ ライニャン
8597,R,森の狩人イエロー・バブーン
8598,R,デュアル・スコーピオン
8599,R,メタボ・シャーク
8600,N,地縛神の復活
8601,R,レプティレス・ポイズン
8602,UR,六武の門
8603,SR,地底のアラクネー
8604,SR,ワンハンドレッド・アイ・ドラゴン
8605,SR,猿魔王ゼーマン
8606,SR,ジャンク・コレクター
8607,N,バックアップ・ウォリアー
8608,R,奇跡の残照
8609,SR,スターライト・ロード
8612,N,アンサイクラー
8613,N,ヴィークラー
8614,N,トライクラー
8615,R,ドリル・シンクロン
8616,R,血涙のオーガ
8617,R,バトルフェーダー
8618,N,パワー・サプライヤー
8619,R,マジック・ホール・ゴーレム
8620,R,パワー・インベーダー
8621,R,ダーク・バグ
8622,N,ソード・マスター
8623,N,黒薔薇の魔女
8624,N,薔薇の妖精
8625,R,バッド・エンド・クイーン・ドラゴン
8626,N,レプティレス・サーヴァント
8627,R,レプティレス・ガードナー
8628,R,レプティレス・ナージャ
8629,SR,レプティレス・ヴァースキ
8630,N,太陽の神官
8631,N,赤蟻アスカトル
8632,N,泣き神の石像
8633,N,アポカテクイル
8634,N,スーパイ
8635,N,インフォーマー・スパイダー
8636,UR,コアキメイル・ウルナイト
8637,R,XX-セイバー ガルセム
8638,SR,墓守の大神官
8639,R,墓守の末裔
8640,N,ブラックポータン
8641,N,シュレツダー
8642,R,パンダボーグ
8643,N,コダロス
8644,N,聖なるあかり
8645,R,軍荼利
8646,N,サイバー・ドラゴン・ツヴァイ
8647,R,オイルメン
8648,R,儀式魔人カースエンチャンター
8649,R,儀式魔人プレコグスター
8650,R,破滅の魔王ガーランドルフ
8651,R,セイヴァー・デモン・ドラゴン
8652,R,ドリル・ウォリアー
8653,R,太陽龍インティ
8654,R,月影龍クイラ
8655,SR,XX-セイバー ヒュンレイ
8656,SR,調和の宝札
8657,N,バラエティ・アウト
